smiles,BM,SA,SC,atom_count
*CC(*)(C)C(=O)OCCCCCCN(C)c1ccc(/N=N/c2ccc(S(C)(=O)=O)cc2)cc1,4108683031.0,3.750380399,3.827001685,34
*C([2H])([2H])C(*)(C(=O)OC([2H])([2H])[2H])C([2H])([2H])[2H],2340800084.0,6.356707147,2.5803046,17
*C(*)C(=O)OC(C)C,1966798897.0,4.261394441,1.686427089,9
*CC(*)(C)C(=O)Oc1c(C(C)C)cccc1C(C)C,2131391150.0,3.890157624,2.657466374,20
*CC(*)(C)C(=O)OCC(=O)c1ccccc1,3632763422.0,3.571263967,2.213021911,17
*CC(*)(C)C(=O)OCc1ccc(Cl)c(Cl)c1,2794987090.0,3.75870196,2.411672278,17
*CC(*)(C)C(=O)OCc1cccc(Cl)c1,2808167802.0,3.739325249,2.233341541,16
*CC(*)(C)C(=O)OCc1ccc(Cl)cc1,2940690457.0,3.648233657,2.161163125,16
*CC(*)(C)C(=O)OCc1cccc(Cl)c1Cl,2871305936.0,3.917458884,2.535606691,17
*CC(*)(C)C(=O)OCc1ccc(Cl)cc1Cl,2637847331.0,3.801898884,2.402814352,17
*CC(*)(C)C(=O)OCc1cc(Cl)ccc1Cl,2859009318.0,3.852363499,2.618645161,17
*CC(*)(C)C(=O)OCc1c(Cl)cccc1Cl,2931352008.0,3.855428114,2.147406127,17
*CC(*)(C)C(=O)OCc1cc(Cl)cc(Cl)c1,2903009535.0,3.900345037,2.176784169,17
*/C=C(/*)C(C)(C)C,1349193367.0,5.328726144,1.870090662,8
*C1C(*)C2CC1C1C=CCC12,2688665108.0,6.74773977,2.135393619,12
*/C(C)=C(/*)C(C)C,920801750.1,5.190723715,1.754350644,8
*OC1C(CO)OC(*)C(O)C1O,5446384923.0,5.721527907,2.117642602,13
*Oc1cc(C)c(*)c(C)c1Br,2008363408.0,4.512918733,2.367525208,12
*CCC(C)CO*,2724832110.0,5.92867294,2.991336113,8
*Oc1ccc2[nH]c(-c3ccc4c(c3)-c3cc(-c5nc6cc(*)ccc6[nH]5)ccc3S4(=O)=O)nc2c1,3444755859.0,3.649209624,4.993389435,36
*C1Oc2ccccc2C1*,2041306593.0,4.700132992,2.11158162,11
*Oc1ccc2[nH]c(-c3ccc4sc5ccc(-c6nc7cc(*)ccc7[nH]6)cc5c4c3)nc2c1,3631436340.0,3.461844323,4.578550702,34
*OC(F)(F)C(F)(F)C(*)(F)F,2517390095.0,4.808676726,1.742468832,12
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C5(*)OC(=O)c6ccccc65)cc4)cc3)cc2)cc1,3756261154.0,3.529946429,3.348287774,40
*Oc1cccc(Oc2cccc(*)c2)c1C#N,3317454616.0,3.522923118,2.932454882,18
*Oc1ccc(NC(=O)c2ccc(C(c3ccc(C(=O)O)c(C(=O)Nc4cc(*)ccc4N)c3)(C(F)(F)F)C(F)(F)F)cc2C(=O)O)c(N)c1,3860889098.0,3.734884557,3.646617471,50
*c1ccc2c(c1)-c1nc3cc(Oc4ccc5c(c4)nc4n5C(=O)c5cc(C(*)(C(F)(F)F)C(F)(F)F)ccc5-4)ccc3n1C2=O,2923145274.0,3.834144673,4.748494047,46
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3[N+](=O)[O-])cc2)cc1,2809304797.0,3.207464308,3.815168592,37
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],3391436919.0,3.350517361,3.658550373,40
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(c4cc(C)c(*)c(C)c4)(C(F)(F)F)C(F)(F)F)cc3C)cc2)cc1,2574799643.0,3.604559715,3.853065451,44
*CC(=C)COCC(=C)COC(=O)O*,2925625835.0,4.681553503,2.466372783,15
*OC1C(COC(C)=O)OC(*)C(OC(C)=O)C1OC(C)=O,2395181471.0,4.863317927,2.656117061,22
*Oc1ccc(SC(=O)Sc2ccc(*)cc2)cc1,3264285134.0,3.930743815,2.250846559,19
*Oc1ccc(SC(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)Sc4ccc(*)cc4)cc3)cc2)cc1,3572149460.0,3.572493847,2.894318164,38
*OC1C(CO)OC(*)C(N)C1O,5932588331.0,5.879194875,2.465987938,13
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cc(Br)cc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,3147680886.0,3.109746059,3.86821822,42
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cc(I)cc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,3690754150.0,3.168639918,3.783014527,42
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cc(C(=O)c5ccc(*)cc5)cc(C(C)(C)C)c4)cc3)cc2)cc1,3237748640.0,3.179583138,4.104299354,45
*Oc1ccc(C(c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,3802237609.0,3.287343578,3.913106871,47
*Oc1ccc(C(=O)Nc2cccc(C(O)Cc3ccc(NC(=O)c4ccc(*)cc4)cc3)c2)cc1,4605296857.0,3.269164139,4.571016023,36
*C1(OC(C(C1(C(C(*)(F)F)(F)F)F)(F)F)(F)F)F,2621970752.0,5.555869142,2.239212476,19
*Oc1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(*)cc4)c4ccccc34)cc2)cc1,2913167441.0,2.885794776,3.439255832,36
*Oc1ccc2c(c1)nc1n2C(=O)c2ccc(-c3ccc4c(c3)C(=O)n3c-4nc4ccc(*)cc43)cc2-1,3592434898.0,3.517302624,4.618888792,37
*Oc1ccc2c(c1)nc1c3cc4c(=O)n5c6cc(*)ccc6nc5c4cc3c(=O)n21,3447867949.0,3.659605864,4.596045898,31
*c1ccc2c(c1)-c1nc3cc(Oc4ccc5nc6n(c5c4)C(=O)c4cc(C(*)(C(F)(F)F)C(F)(F)F)ccc4-6)ccc3n1C2=O,3297322839.0,3.837106452,4.978925515,46
*c1ccc(*)s1,2017467421.0,5.872313465,2.156312526,7
*c1ccc2c(c1)-c1cc(-c3nc4cc(-c5ccc6[nH]c(*)nc6c5)ccc4[nH]3)ccc1S2(=O)=O,3427315260.0,3.652247193,4.715258237,35
*Cc1ccc2[nH]c(-c3ccc4c(c3)-c3cc(-c5nc6cc(*)ccc6[nH]5)ccc3S4(=O)=O)nc2c1,3264982776.0,3.651443648,4.998305105,36
*c1ccc2sc3ccc(-c4nc5cc(-c6ccc7[nH]c(*)nc7c6)ccc5[nH]4)cc3c2c1,2906301029.0,3.467230419,4.441193145,33
*Cc1ccc2[nH]c(-c3ccc4sc5ccc(-c6nc7cc(*)ccc7[nH]6)cc5c4c3)nc2c1,3375457117.0,3.464167708,4.574283424,34
*c1cc(CCCC)c(*)s1,2256378758.0,4.441480336,3.204201526,11
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,3088226955.0,3.377387732,3.014632215,34
*Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,2869891041.0,2.963291421,3.127064722,39
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,3403208770.0,2.902047832,3.294786419,37
*CCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,3549134868.0,3.041692092,2.934417326,22
*c1cc(Br)c(OC(=O)c2ccc(C(=O)Oc3c(Br)cc(C4(*)OC(=O)c5ccccc54)cc3Br)cc2)c(Br)c1,2271575885.0,3.995261366,3.389849691,40
*CCCCCCS(=O)(=O)c1ccc(/N=N/c2ccc(N(C)CCCCCC(=O)O*)cc2)cc1,3856582542.0,3.405354622,4.099750885,35
*CCCS(=O)(=O)c1ccc(/N=N/c2ccc(N(CCCC)CC(=O)O*)cc2)cc1,3777632484.0,3.449650123,4.16467546,31
*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCCC)c(C(*)=O)cc2OCCCCCCCCCCCC)cc1,2937271650.0,3.123433169,3.903213399,46
*Oc1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc21,2870494124.0,4.363324011,3.885628242,35
*Oc1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc21,3115171200.0,4.406344154,3.670918622,35
*CCOC(=O)NCC1(C)CC(NC(=O)O*)CC(C)(C)C1,3313565453.0,4.628974951,3.269034632,22
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)cc2)cc1,2597455512.0,3.235922307,3.135862492,45
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)c(C)c2)cc1C,2997371875.0,3.382570877,3.350567358,47
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)cc2)cc1,3574198769.0,3.187144132,3.314098206,45
*Oc1cccc2c(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)cccc12,3289844892.0,3.121413518,3.121347041,40
*Oc1cccc2ccc(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)cc12,3040960596.0,3.132097735,3.608508766,40
*Oc1ccc2ccc(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)cc2c1,3182657863.0,3.144216701,3.156805622,40
*Oc1cccc(OC(=O)c2ccccc2/C=C/c2ccc(/C=C/c3ccccc3C(*)=O)cc2)c1,2604122474.0,3.073779447,3.260877953,36
*Oc1ccccc1OC(=O)c1ccccc1/C=C/c1ccc(/C=C/c2ccccc2C(*)=O)cc1,3254247151.0,3.04583418,2.786511597,36
*Oc1ccc(OC(=O)c2ccccc2/C=C/c2ccc(/C=C/c3ccccc3C(*)=O)cc2)cc1,3507872768.0,3.03394779,2.905762426,36
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N*,2889717981.0,2.772974201,2.889918099,38
*Nc1ccc(NC(=O)c2cc(C(*)=O)c(C(=O)OCC)cc2C(=O)OCC)cc1,3543827373.0,3.012842325,2.404537351,30
*Nc1cccc(C(O)Cc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)c1,4879130801.0,3.215799512,3.993512595,29
*c1ccc2c(c1)-c1nc3cc(-c4ccc5nc6n(c5c4)C(=O)c4cc(C(*)(C(F)(F)F)C(F)(F)F)ccc4-6)ccc3n1C2=O,2230145103.0,3.823159116,4.997762902,45
*CC(C)CNC(=O)O*,4343268036.0,5.223610307,2.731986195,10
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,4073673115.0,3.190290622,4.474446795,44
*c1cccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,2766192657.0,3.621744106,3.666728472,39
*c1ccc2c(c1)C(=O)N(c1cccc(S(=O)(=O)c3cccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c1)C2=O,2986598750.0,3.638028742,4.227069741,48
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)NC(=O)*)cc1,4176331382.0,2.96277524,3.869124335,29
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4cc5C(=O)N(*)C(=O)c5cc4C3=O)cc2)cc1,3529731260.0,3.378011291,3.602510532,33
*c1cccc(Oc2ccc(N3C(=O)c4cc5C(=O)N(*)C(=O)c5cc4C3=O)cc2)c1,4014814813.0,3.308296807,3.791165743,31
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,2204368290.0,3.474829625,4.171479153,44
*c1ccc2c(c1)C(=O)N(c1ccc3c(c1)-c1cc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)ccc1C3)C2=O,2603654625.0,3.690954768,3.829949035,46
*C(=O)Nc1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,4354490115.0,2.897834738,3.915944417,31
*c1cccc(Oc2cccc(Oc3cccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)c3)c2)c1,4126614701.0,3.303375898,3.63729194,38
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,4136994492.0,3.279600192,4.064080553,46
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6cc7C(=O)N(*)C(=O)c7cc6C5=O)cc4)cc3)cc2)cc1,3539028845.0,3.236782682,3.85093683,47
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,2182243587.0,3.642474428,4.031692902,38
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,3366727833.0,3.223713019,4.025478062,39
*CCCCCCN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,2699948949.0,3.599070699,3.242069099,39
*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)cc1C)C2=O,2324202747.0,3.798954487,3.844417314,50
*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)ccc1C)C2=O,2305577285.0,3.584545254,4.486027978,40
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,2404672515.0,3.639060504,4.389813495,48
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,3402196110.0,3.287507766,4.028084903,41
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,2871487775.0,3.7348751,4.081546703,40
*C1CCC(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)CC1,4384961283.0,3.350338868,3.512423683,30
*c1cc(C(c2ccc(O)c(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,3176881576.0,3.873575623,3.337169941,41
*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,3694900865.0,3.319191629,3.948237757,40
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,3904459765.0,3.263009624,4.17708969,40
*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,3875427401.0,2.938076117,4.207497879,31
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,4160548738.0,3.100368294,3.851455671,41
*c1cccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)c1,3755748141.0,3.203465524,3.990220077,39
*c1ccc(-c2sc(-c3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,2338929408.0,3.383557585,4.350872702,47
*c1ccc(Oc2c(C)cc(Cc3cc(C)c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)c(C)c3)cc2C)cc1,2153707098.0,3.545515707,3.867173727,49
*/C=C/C1CC(*)C2C(=O)N(CCCCC)C(=O)C12,2663701726.0,4.980631376,3.787587229,19
*/C=C/C1CC(*)C2C(=O)N(CCCCCC)C(=O)C12,2632811504.0,4.883589787,4.028507493,20
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,2263702464.0,4.402371099,3.88197756,46
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c1,2980928532.0,4.232409652,4.028165704,42
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c1,3097979758.0,4.111813445,3.572463009,38
*C(=O)Nc1cccc(C#Cc2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,3427223859.0,3.251661363,3.937245362,30
*c1ccc(Oc2ccccc2Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,3619789167.0,3.247405386,3.567262858,38
*c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2C(C)(C)C)cc1,3470022768.0,3.419439422,4.066467537,42
*c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2-c2ccccc2)cc1,3163193507.0,3.304220963,4.188747687,44
*c1ccc(Oc2cc(C(C)(C)C)ccc2Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,3280025296.0,3.423503327,3.689345032,42
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,3387407838.0,3.067707573,4.066948194,44
*c1ccc(Oc2ccccc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,3790504633.0,3.18610271,4.353128004,44
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,3396707316.0,3.389245792,4.674162188,48
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c(-c3ccccc3)c2)cc1,3410676762.0,3.299139528,4.842549743,50
*c1ccc(Oc2cc(C(C)(C)C)ccc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,2993471481.0,3.392767844,4.155489115,48
*C(=O)c1ccc2c(c1)C(=O)N(c1cc(C(c3ccc(O)c(N4C(=O)c5ccc(*)cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)ccc1O)C2=O,3095790444.0,3.806693911,3.571459552,49
*c1ccc(Oc2ccc3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3c2)cc1,3704630531.0,3.262095341,3.778871657,42
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n(*)c(=O)c5c(-c5ccccc5)c4c3=O)c2)c1,2117925652.0,4.110030642,4.379602767,50
*c1ccc(Oc2ccc(N3C(=O)c4cccc(Oc5cccc6c5C(=O)N(*)C6=O)c4C3=O)cc2)cc1,4082679676.0,3.284214172,3.941782543,38
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,3363007983.0,3.217755198,4.329385357,38
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5cccc(Oc6cccc7c6C(=O)N(*)C7=O)c5C4=O)cc3)cc2)cc1,4128233694.0,3.249754161,3.941782543,45
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,3703537783.0,3.258561305,4.329385357,45
*c1ccc(Oc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)cc2)cc1,4327080353.0,4.389636707,3.490827178,31
*c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)c(C)c2)cc1C,3435628955.0,4.542374999,3.941201383,33
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)C5CCC6C(=O)N(*)C(=O)C6C5C4=O)cc3)cc2)cc1,4098820244.0,4.301243152,3.490827178,38
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)C6CCC7C(=O)N(*)C(=O)C7C6C5=O)cc4)cc3)cc2)cc1,3916250080.0,4.450084852,3.751899792,47
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,2854266360.0,3.526378274,3.721164307,43
*C(=O)c1ccc2c(c1)C(=O)N(c1c(CC)cc(Cc3cc(CC)c(N4C(=O)c5ccc(*)cc5C4=O)c(CC)c3)cc1CC)C2=O,2449912881.0,3.711871325,3.803175207,47
*c1ccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)c5)cc4)cc3C2=O)cc1,3939099842.0,3.393767523,4.17890252,47
*CCCCCCCCCCN1C(=O)C2C3C=CC(C4C(=O)N(*)C(=O)C34)C2C1=O,4004408771.0,5.533767232,3.15634548,30
*C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N(*)C(=O)C56)C4C3=O)CC2)CC1,3973236260.0,5.783789846,3.58120692,33
*C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N(*)C(=O)C56)C4C3=O)C(C)C2)CC1C,3547981862.0,6.394659665,4.148972637,35
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,3442364161.0,3.773489658,3.920080738,48
*c1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,3343017521.0,3.397617347,3.948237757,49
*c1ccc(Sc2ccc(Sc3ccc(Sc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,4032551616.0,3.348138784,3.401892784,45
*c1ccc(Sc2ccc3c(c2)Sc2ccc(Sc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc2S3)cc1,4164416099.0,3.807604794,4.367877868,46
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(C2CCC(N4C(=O)c5ccc(*)cc5C4=O)CC2)C3=O)cc1,3856528350.0,3.35442516,3.799017812,42
*c1ccc(C(=O)Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,5141644344.0,3.296730845,3.599014989,33
*c1ccc(C(=O)Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,4156120937.0,3.176704685,4.178730544,39
*c1ccc(C(=O)Nc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,4803161358.0,3.221788537,3.907285334,33
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,3024695095.0,3.754978362,3.832315018,47
*c1cccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N(*)C5=O)cc3C2=O)c1,3590743044.0,3.276370736,3.906512489,30
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,2522368095.0,3.303120002,4.146501519,38
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2C)c(C)c1,2461232300.0,3.337747143,4.586778507,38
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,2169034808.0,3.56867371,4.426352604,44
*c1ccc(Oc2cccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)c2)cc1,3369772087.0,3.235003098,4.305512607,37
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,3649787294.0,3.230479205,4.08332782,44
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,3929587190.0,3.265311073,4.390035454,44
*c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)c3)c2)c1,2906095338.0,3.306784699,4.293894078,44
*OC(C)COC(*)=O,3566112628.0,5.541927734,1.695269251,9
*Oc1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(OC(*)=O)cc21,2501806380.0,4.628438549,3.377425844,27
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(CC)c2)cc1CC,2799379350.0,3.367173408,2.956755909,25
*Oc1ccc(C(C)(CCC#N)c2ccc(OC(*)=O)cc2)cc1,3704332399.0,3.849506254,2.96298452,24
*Oc1ccc(C(C)(CCC#N)c2ccc(OC(*)=O)c(C)c2)cc1C,3053646510.0,4.01616853,3.144297881,26
*Oc1ccc(C(CCC)(CCC)c2ccc(OC(*)=O)c(C)c2)cc1C,2048543384.0,3.455410369,3.117299472,27
*Oc1ccc(C(CCCC)(CCCC)c2ccc(OC(*)=O)cc2)cc1,2317644352.0,3.235841144,3.250545123,27
*CCCCCCCCCSC(=O)S*,3325178159.0,4.013750701,2.168503634,15
*CCCCCCCCCCCCSC(=O)S*,3200787954.0,3.670648005,2.168503634,18
*Sc1ccc(Cc2ccc(SC(*)=O)cc2)cc1,3434482026.0,3.2265592,2.643126185,19
*Oc1ccc(C(C)(C)c2ccc(OC(=O)SCCCSC(*)=O)cc2)cc1,3299320531.0,3.520870267,3.277202713,28
*Oc1ccc(C(C)(C)c2ccc(OC(=O)SCCCCCCSC(*)=O)cc2)cc1,3526937471.0,3.451585401,3.331743354,31
*Oc1ccc(C(C)(C)c2ccc(OC(=O)Sc3ccc(C(C)(C)c4ccc(SC(*)=O)cc4)cc3)cc2)cc1,3129293810.0,3.397509601,2.963956931,40
